Player Name,Cities,Position,Season,Games Played,Minutes Played Per Game,Points Per Game,Average Field Goals made,Average Field Goals Attempted,Field Goal Percentage,Average 3-Point Field Goals Made,Average 3-Point Field Goals Attempted,3-Point Field Goal Percentage,Average Free Throws Made,Average Free Throws Attempted,Free Throw Percentage,Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Double Double,Triple Double,Player Efficiency Rating
JJ Redick,PHI,SG,2018,70,30.2,17.1,5.8,12.6,46,2.8,6.6,42,2.8,3.1,90.4,2.5,3,0.5,0.1,1.5,0,0,15.92
Jamal Murray,DEN,PG,2018,81,31.7,16.7,5.9,13.1,45.1,2,5.4,37.8,2.8,3.1,90.5,3.7,3.4,1,0.3,2.1,1,0,16.17
Dwight Howard,CHA,C,2018,81,30.4,16.6,6.2,11.2,55.5,0,0.1,14.3,4.1,7.2,57.4,12.5,1.3,0.6,1.6,2.6,53,0,20.56
Kyle Lowry,TOR,PG,2018,78,32.2,16.2,5.2,12.1,42.7,3.1,7.6,39.9,2.9,3.3,85.4,5.6,6.9,1.1,0.2,2.3,23,3,19.53
Carmelo Anthony,OKC,PF,2018,78,32.1,16.2,6.1,15,40.4,2.2,6.1,35.7,1.9,2.5,76.7,5.8,1.3,0.6,0.6,1.3,6,0,12.78
Julius Randle,LAL,PF,2018,82,26.7,16.1,6.1,11,55.8,0.1,0.5,22.2,3.7,5.2,71.8,8,2.6,0.5,0.5,2.6,28,1,19.96
Kyle Kuzma,LAL,SF,2018,77,31.2,16.1,6.1,13.5,45,2.1,5.6,36.6,1.9,2.7,70.7,6.3,1.8,0.6,0.4,1.8,17,0,14.22
Brandon Ingram,LAL,SF,2018,59,33.5,16.1,6.1,12.9,47,0.7,1.8,39,3.3,4.8,68.1,5.3,3.9,0.8,0.7,2.5,6,0,13.9
Ben Simmons,PHI,PG,2018,81,33.7,15.8,6.7,12.3,54.5,0,0.1,0,2.4,4.2,56,8.1,8.2,1.7,0.9,3.4,38,12,20.03
Will Barton,DEN,SF,2018,81,33.1,15.7,5.7,12.7,45.2,1.9,5.2,37,2.2,2.8,80.5,5,4.1,1,0.6,1.8,2,0,16.21
Lauri Markkanen,CHI,PF,2018,68,29.7,15.2,5.5,12.7,43.4,2.1,5.9,36.2,2.1,2.4,84.3,7.5,1.2,0.6,0.6,1.2,14,0,15.68
Dennis Smith Jr.,DAL,PG,2018,69,29.7,15.2,5.9,14.8,39.5,1.5,4.9,31.3,1.9,2.8,69.4,3.8,5.2,1,0.3,2.8,6,1,12.89
James Harden,HOU,SG,2019,78,36.8,36.1,10.8,24.5,44.2,4.8,13.2,36.8,9.7,11,87.9,6.6,7.5,2,0.7,5,34,7,30.62
Paul George,OKC,SG,2019,77,36.9,28,9.2,21,43.8,3.8,9.8,38.6,5.9,7,83.9,8.2,4.1,2.2,0.4,2.7,24,1,23.32
Giannis Antetokounmpo,MIL,PF,2019,72,32.8,27.7,10,17.3,57.8,0.7,2.8,25.6,6.9,9.5,72.9,12.5,5.9,1.3,1.5,3.7,54,5,30.95
Joel Embiid,PHI,C,2019,64,33.7,27.5,9.1,18.7,48.4,1.2,4.1,30,8.2,10.1,80.4,13.6,3.7,0.7,1.9,3.5,58,2,26.21
Stephen Curry,GS,PG,2019,69,33.8,27.3,9.2,19.4,47.2,5.1,11.7,43.7,3.8,4.2,91.6,5.3,5.2,1.3,0.4,2.8,3,0,24.45
Kawhi Leonard,TOR,SF,2019,60,34,26.6,9.3,18.8,49.6,1.9,5,37.1,6.1,7.1,85.4,7.3,3.3,1.8,0.4,2,14,0,25.89
Devin Booker,PHX,SG,2019,64,35,26.6,9.2,19.6,46.7,2.1,6.5,32.6,6.1,7.1,86.6,4.1,6.8,0.9,0.2,4.1,12,0,20.3
Kevin Durant,GS,PF,2019,78,34.6,26,9.2,17.7,52.1,1.8,5,35.3,5.7,6.5,88.5,6.4,5.9,0.7,1.1,2.9,16,2,24.26
Damian Lillard,POR,PG,2019,80,35.5,25.8,8.5,19.2,44.4,3,8,36.9,5.9,6.4,91.2,4.6,6.9,1.1,0.4,2.7,13,0,23.78
Kemba Walker,CHA,PG,2019,82,34.9,25.6,8.9,20.5,43.4,3.2,8.9,35.6,4.6,5.5,84.4,4.4,5.9,1.2,0.4,2.6,10,0,21.72
Bradley Beal,WSH,SG,2019,82,36.9,25.6,9.3,19.6,47.5,2.5,7.3,35.1,4.4,5.5,80.8,5,5.5,1.5,0.7,2.7,11,2,20.84
Blake Griffin,DET,PF,2019,75,35,24.5,8.3,17.9,46.2,2.5,7,36.2,5.5,7.3,75.3,7.5,5.4,0.7,0.4,3.4,21,2,21.02
Karl-Anthony Towns,MIN,C,2019,77,33.1,24.4,8.8,17.1,51.8,1.8,4.6,40,4.9,5.8,83.6,12.4,3.4,0.9,1.6,3.1,54,0,26.38
Kyrie Irving,BOS,PG,2019,67,33,23.8,9,18.5,48.7,2.6,6.5,40.1,3.2,3.7,87.3,5,6.9,1.5,0.5,2.6,21,1,24.37
Donovan Mitchell,UTAH,SG,2019,77,33.7,23.8,8.6,19.9,43.2,2.4,6.7,36.2,4.1,5.1,80.6,4.1,4.2,1.4,0.4,2.8,1,0,17.26
Zach LaVine,CHI,SG,2019,63,34.5,23.7,8.4,18,46.7,1.9,5.1,37.4,5,6,83.2,4.7,4.5,1,0.4,3.4,2,0,18.79
Russell Westbrook,OKC,PG,2019,73,36,22.9,8.6,20.2,42.8,1.6,5.6,29,4.1,6.2,65.6,11.1,10.7,1.9,0.5,4.5,57,34,21.14
Klay Thompson,GS,SG,2019,78,34,21.5,8.4,18,46.7,3.1,7.7,40.2,1.7,2,81.6,3.8,2.4,1.1,0.6,1.5,0,0,16.7
Julius Randle,NO,PF,2019,73,30.6,21.4,7.8,14.9,52.4,0.9,2.7,34.4,4.9,6.7,73.1,8.7,3.1,0.7,0.6,2.8,31,1,21.02
LaMarcus Aldridge,SA,C,2019,81,33.2,21.3,8.4,16.3,51.9,0.1,0.5,23.8,4.3,5.1,84.7,9.2,2.4,0.5,1.3,1.8,32,0,22.98
DeMar DeRozan,SA,SF,2019,77,34.9,21.2,8.2,17.1,48.1,0.1,0.6,15.6,4.8,5.7,83,6,6.2,1.1,0.5,2.6,12,1,19.61
Luka Doncic,DAL,PG,2019,72,32.2,21.2,7,16.5,42.7,2.3,7.1,32.7,4.8,6.7,71.3,7.8,6,1.1,0.3,3.4,24,8,19.61
Jrue Holiday,NO,PG,2019,67,35.9,21.2,8.2,17.3,47.2,1.8,5.4,32.5,3.1,4,76.8,5,7.7,1.6,0.8,3.1,18,0,19.43
D'Angelo Russell,BKN,PG,2019,81,30.2,21.1,8.1,18.7,43.4,2.9,7.8,36.9,2,2.5,78,3.9,7,1.2,0.2,3.1,14,0,19.48
Mike Conley,MEM,PG,2019,70,33.5,21.1,7,16,43.8,2.2,6.1,36.4,4.9,5.8,84.5,3.4,6.4,1.3,0.3,1.9,10,0,21.46
CJ McCollum,POR,SG,2019,70,33.9,21,8.2,17.8,45.9,2.4,6.4,37.5,2.3,2.7,82.8,4,3,0.8,0.4,1.5,1,1,17.05
Nikola Vucevic,ORL,C,2019,80,31.4,20.8,8.8,16.9,51.8,1.1,2.9,36.4,2.2,2.8,78.9,12,3.8,1,1.1,2,60,1,25.53
Buddy Hield,SAC,SG,2019,82,31.9,20.7,7.6,16.6,45.8,3.4,7.9,42.7,2.1,2.4,88.6,5,2.5,0.7,0.4,1.8,3,0,17.6
Nikola Jokic,DEN,C,2019,80,31.3,20.1,7.7,15.1,51.1,1,3.4,30.7,3.6,4.4,82.1,10.8,7.3,1.4,0.7,3.1,56,12,26.38
Tobias Harris,LAC/PHI,PF,2019,82,34.7,20,7.5,15.3,48.7,1.9,4.8,39.7,3.2,3.7,86.6,7.9,2.8,0.6,0.5,1.8,15,0,17.3
Lou Williams,LAC,SG,2019,75,26.6,20,6.5,15.2,42.5,1.4,3.9,36.1,5.7,6.5,87.6,3,5.4,0.8,0.1,2.4,7,1,21.3
Danilo Gallinari,LAC,PF,2019,68,30.3,19.8,6,13,46.3,2.4,5.5,43.3,5.4,6,90.4,6.1,2.6,0.7,0.3,1.5,7,0,21.02
John Collins,ATL,PF,2019,61,30,19.5,7.6,13.6,56,0.9,2.6,34.8,3.3,4.4,76.3,9.8,2,0.4,0.6,2,32,0,21.85
Trae Young,ATL,PG,2019,81,30.9,19.1,6.5,15.5,41.8,1.9,6,32.4,4.2,5.1,82.8,3.7,8.1,0.9,0.2,3.8,30,1,17.03
Jimmy Butler,MIN/PHI,SF,2019,65,33.6,18.7,6.4,13.9,46.2,1,3,34.7,4.8,5.6,85.5,5.3,4,1.9,0.6,1.5,3,0,20.29
Kyle Kuzma,LAL,SF,2019,70,33.1,18.7,7.1,15.5,45.6,1.8,6,30.3,2.7,3.6,75.2,5.5,2.5,0.6,0.4,1.9,4,0,14.05
Khris Middleton,MIL,SF,2019,77,31.1,18.3,6.6,14.9,44.1,2.3,6.2,37.8,2.8,3.4,83.7,6,4.3,1,0.1,2.3,7,0,16.55
Jamal Murray,DEN,PG,2019,75,32.6,18.2,6.8,15.6,43.7,2,5.5,36.7,2.5,3,84.8,4.2,4.8,0.9,0.4,2.1,4,0,16.11
Andrew Wiggins,MIN,SF,2019,73,34.8,18.1,6.8,16.6,41.2,1.6,4.8,33.9,2.8,4.1,69.9,4.8,2.5,1,0.7,1.9,3,0,12.42
Tim Hardaway Jr.,NY/DAL,SF,2019,65,31.6,18.1,6,15.3,39.3,2.5,7.3,34,3.6,4.2,84.1,3.4,2.4,0.8,0.1,1.6,2,0,13.66
JJ Redick,PHI,SG,2019,76,31.3,18.1,5.9,13.5,44,3.2,8,39.7,3,3.4,89.4,2.4,2.7,0.4,0.2,1.3,1,0,15.15
Bojan Bogdanovic,IND,SF,2019,81,31.8,18,6.4,13,49.7,2,4.8,42.5,3,3.8,80.7,4.1,2,0.9,0,1.7,0,0,16.14
Andre Drummond,DET,C,2019,79,33.5,17.3,7.1,13.3,53.3,0.1,0.5,13.2,3.1,5.2,59,15.6,1.4,1.7,1.7,2.2,69,0,23.49
De'Aaron Fox,SAC,PG,2019,81,31.4,17.3,6.2,13.6,45.8,1.1,2.9,37.1,3.7,5.1,72.7,3.8,7.3,1.6,0.6,2.8,16,1,18.18
Pascal Siakam,TOR,PF,2019,80,31.9,16.9,6.5,11.8,54.9,1,2.7,36.9,3,3.8,78.5,6.9,3.1,0.9,0.7,1.9,18,0,18.74
Ben Simmons,PHI,PG,2019,79,34.2,16.9,6.8,12.2,56.3,0,0.1,0,3.3,5.4,60,8.8,7.7,1.4,0.8,3.5,42,10,20.07
Jordan Clarkson,CLE,PG,2019,81,27.3,16.8,6.5,14.6,44.8,1.8,5.5,32.4,2,2.4,84.4,3.3,2.4,0.7,0.2,1.7,1,0,16.84
Spencer Dinwiddie,BKN,PG,2019,68,28.1,16.8,5.4,12.2,44.2,1.8,5.4,33.5,4.2,5.2,80.6,2.4,4.6,0.6,0.3,2.2,2,0,16.32
Collin Sexton,CLE,PG,2019,82,31.8,16.7,6.3,14.7,43,1.5,3.6,40.2,2.6,3.1,83.9,2.9,3,0.5,0.1,2.3,2,0,12.1
Clint Capela,HOU,C,2019,67,33.6,16.6,7.1,10.9,64.8,0,0,0,2.5,3.9,63.6,12.7,1.4,0.7,1.5,1.4,45,0,23.84
James Harden,HOU,SG,2020,68,36.5,34.3,9.9,22.3,44.4,4.4,12.4,35.5,10.2,11.8,86.5,6.6,7.5,1.8,0.9,4.5,22,4,29.11
Bradley Beal,WSH,SG,2020,57,36,30.5,10.4,22.9,45.5,3,8.4,35.3,6.8,8,84.2,4.2,6.1,1.2,0.4,3.4,8,0,23.22
Damian Lillard,POR,PG,2020,66,37.5,30,9.5,20.4,46.3,4.1,10.2,40.1,7,7.8,88.8,4.3,8,1.1,0.3,2.9,19,1,26.95
Trae Young,ATL,PG,2020,60,35.3,29.6,9.1,20.8,43.7,3.4,9.5,36.1,8,9.3,86,4.3,9.3,1.1,0.1,4.8,28,2,23.95
Giannis Antetokounmpo,MIL,PF,2020,63,30.4,29.5,10.9,19.7,55.3,1.4,4.7,30.4,6.3,10,63.3,13.6,5.6,1,1,3.7,56,4,31.94
Luka Doncic,DAL,PG,2020,61,33.6,28.8,9.5,20.6,46.3,2.8,8.9,31.6,7,9.2,75.8,9.4,8.8,1,0.2,4.3,39,17,27.65
Russell Westbrook,HOU,PG,2020,57,35.9,27.2,10.6,22.5,47.2,1,3.7,25.8,5.1,6.7,76.3,7.9,7,1.6,0.4,4.5,22,8,21.1
Kawhi Leonard,LAC,SF,2020,57,32.4,27.1,9.3,19.9,47,2.2,5.7,37.8,6.2,7.1,88.6,7.1,4.9,1.8,0.6,2.6,13,1,26.91
Devin Booker,PHX,SG,2020,70,35.9,26.6,9,18.3,48.9,2,5.7,35.4,6.7,7.3,91.9,4.2,6.5,0.7,0.3,3.8,11,0,20.64
Anthony Davis,LAL,PF,2020,62,34.4,26.1,8.9,17.7,50.3,1.2,3.5,33,7.2,8.5,84.6,9.3,3.2,1.5,2.3,2.5,29,0,27.5
Zach LaVine,CHI,SG,2020,60,34.8,25.5,9,20,45,3.1,8.1,38,4.5,5.6,80.2,4.8,4.2,1.5,0.5,3.4,2,0,19.52
LeBron James,LAL,SF,2020,67,34.6,25.3,9.6,19.4,49.3,2.2,6.3,34.8,3.9,5.7,69.3,7.8,10.2,1.2,0.5,3.9,46,13,25.55
Donovan Mitchell,UTAH,SG,2020,69,34.3,24,8.7,19.4,44.9,2.5,6.9,36.6,4,4.7,86.3,4.4,4.3,1,0.2,2.7,1,0,18.86
Brandon Ingram,NO,SF,2020,62,33.9,23.8,8.2,17.7,46.3,2.4,6.2,39.1,5,5.9,85.1,6.1,4.2,1,0.6,3,9,0,18.88
Jayson Tatum,BOS,SF,2020,66,34.3,23.4,8.4,18.6,45,2.9,7.1,40.3,3.8,4.7,81.2,7,3,1.4,0.9,2.3,10,0,20.45
Pascal Siakam,TOR,PF,2020,60,35.2,22.9,8.3,18.4,45.3,2.2,6.1,35.9,4,5.1,79.2,7.3,3.5,1,0.9,2.5,12,0,17.96
CJ McCollum,POR,SG,2020,70,36.5,22.2,8.7,19.4,45.1,2.8,7.3,37.9,2,2.6,75.7,4.2,4.4,0.8,0.6,1.8,4,0,17.08
DeMar DeRozan,SA,SF,2020,68,34.1,22.1,8.2,15.4,53.1,0.1,0.5,25.7,5.6,6.6,84.5,5.5,5.6,1,0.3,2.4,7,0,21.66
Andrew Wiggins,MIN/GS,SF,2020,54,34.4,21.8,8.1,18.1,44.7,2.1,6.2,33.2,3.5,5,70.9,5.1,3.7,0.8,1,2.4,4,1,16.44
De'Aaron Fox,SAC,PG,2020,51,32,21.1,7.7,16,48,1.1,3.6,29.2,4.7,6.7,70.5,3.8,6.8,1.5,0.5,3.1,9,0,20.7
Khris Middleton,MIL,SF,2020,62,29.9,20.9,7.6,15.3,49.7,2.4,5.7,41.5,3.4,3.7,91.6,6.2,4.3,0.9,0.1,2.2,7,0,21.2
Collin Sexton,CLE,PG,2020,65,33,20.8,7.9,16.7,47.2,1.5,3.9,38,3.5,4.1,84.6,3.1,3,1,0.1,2.4,0,0,16.39
Spencer Dinwiddie,BKN,PG,2020,64,31.2,20.6,6.6,16,41.5,1.9,6.3,30.8,5.4,7,77.8,3.5,6.8,0.6,0.3,2.7,9,0,17.9
Kemba Walker,BOS,PG,2020,56,31.1,20.4,6.8,15.9,42.5,3.2,8.4,38.1,3.7,4.3,86.4,3.9,4.8,0.9,0.5,2.1,2,0,20
Kristaps Porzingis,DAL,C,2020,57,31.8,20.4,7,16.4,42.7,2.5,7.1,35.2,4,5,79.9,9.5,1.8,0.7,2,1.6,25,0,20.3
Jaylen Brown,BOS,SG,2020,57,33.9,20.3,7.5,15.6,48.1,2.3,5.9,38.2,3.1,4.3,72.4,6.4,2.1,1.1,0.4,2.2,8,0,17
Bojan Bogdanovic,UTAH,SF,2020,63,33.1,20.2,6.6,14.8,44.7,3,7.3,41.4,4,4.4,90.3,4.1,2.1,0.5,0.1,2.5,0,0,15.67
Jimmy Butler,MIA,SF,2020,58,33.8,19.9,5.9,13.1,45.5,0.5,2.1,24.4,7.6,9.1,83.4,6.7,6,1.8,0.6,2.2,11,3,23.61
Nikola Jokic,DEN,C,2020,73,32,19.9,7.7,14.7,52.8,1.1,3.5,31.4,3.4,4.1,81.7,9.7,7,1.2,0.6,3.1,43,13,24.97
T.J. Warren,IND,SF,2020,67,32.9,19.8,8,14.9,53.6,1.4,3.4,40.3,2.5,3,81.9,4.2,1.5,1.2,0.5,1.3,2,0,18.45
Tobias Harris,PHI,PF,2020,72,34.3,19.6,7.7,16.3,47.1,1.8,5,36.7,2.4,3,80.6,6.9,3.2,0.7,0.6,1.4,11,0,17.25
Nikola Vucevic,ORL,C,2020,62,32.2,19.6,8,16.7,47.7,1.6,4.7,33.9,2.1,2.7,78.4,10.9,3.6,0.9,0.8,1.4,41,0,21.95
Julius Randle,NY,PF,2020,64,32.5,19.5,7.2,15.7,46,1,3.6,27.7,4,5.5,73.3,9.7,3.1,0.8,0.3,3,30,0,17.55
Kyle Lowry,TOR,PG,2020,58,36.2,19.4,5.8,13.8,41.6,2.8,8,35.2,5.1,5.9,85.7,5,7.5,1.4,0.4,3.1,15,2,17.75
Buddy Hield,SAC,SG,2020,72,30.8,19.2,6.9,16.1,42.9,3.8,9.6,39.4,1.6,1.9,84.6,4.6,3,0.9,0.2,2.3,2,0,16.03
Jrue Holiday,NO,PG,2020,61,34.7,19.1,7.5,16.5,45.5,2,5.7,35.3,2.1,3,70.9,4.8,6.7,1.6,0.8,3,10,1,17.09
Shai Gilgeous-Alexander,OKC,SG,2020,70,34.7,19,6.8,14.5,47.1,1.2,3.6,34.7,4.1,5.1,80.7,5.9,3.3,1.1,0.7,1.9,9,1,17.76
Dennis Schroder,OKC,PG,2020,65,30.8,18.9,7,14.8,46.9,1.9,5,38.5,3,3.6,83.9,3.6,4,0.7,0.2,2.6,0,0,16.77
LaMarcus Aldridge,SA,C,2020,53,33.1,18.9,7.4,15,49.3,1.2,3,38.9,3,3.6,82.7,7.4,2.4,0.7,1.6,1.4,14,0,19.78
Danilo Gallinari,OKC,PF,2020,62,29.6,18.7,5.8,13.2,43.8,2.9,7.1,40.5,4.3,4.8,89.3,5.2,1.9,0.7,0.1,1.2,3,0,19.5
Kelly Oubre Jr.,PHX,SG,2020,56,34.5,18.7,6.7,14.8,45.2,1.9,5.5,35.2,3.4,4.4,78,6.4,1.5,1.3,0.7,1.5,9,0,15.01
Montrezl Harrell,LAC,C,2020,63,27.8,18.6,7.5,12.9,58,0,0.3,0,3.7,5.6,65.8,7.1,1.7,0.6,1.1,1.7,12,0,23.26
Evan Fournier,ORL,SG,2020,66,31.5,18.5,6.6,14.1,46.7,2.6,6.6,39.9,2.7,3.3,81.8,2.6,3.2,1.1,0.2,1.9,0,0,16.44
Domantas Sabonis,IND,PF,2020,62,34.8,18.5,7.4,13.7,54,0.3,1.1,25.4,3.5,4.8,72.3,12.4,5,0.8,0.5,2.7,50,4,20.72
Jamal Murray,DEN,PG,2020,59,32.3,18.5,6.9,15.2,45.6,1.9,5.5,34.6,2.8,3.1,88.1,4,4.8,1.1,0.3,2.2,3,0,17.78
Lou Williams,LAC,SG,2020,65,28.7,18.2,6,14.4,41.8,1.7,4.8,35.2,4.5,5.2,86.1,3.1,5.6,0.7,0.2,2.8,2,0,17.38
Devonte' Graham,CHA,PG,2020,63,35.1,18.2,5.8,15.3,38.2,3.5,9.3,37.3,3,3.7,82,3.4,7.5,1,0.2,2.9,17,0,15.82
Derrick Rose,DET,PG,2020,50,26,18.1,7.4,15.1,49,0.9,2.9,30.6,2.4,2.8,87.1,2.4,5.6,0.8,0.3,2.5,4,0,21.13
Terry Rozier,CHA,SG,2020,63,34.3,18,6.3,14.9,42.3,2.7,6.7,40.7,2.6,3,87.4,4.4,4.1,1,0.2,2.2,2,0,14.9
Ja Morant,MEM,PG,2020,67,31,17.8,6.7,14,47.7,0.9,2.7,33.5,3.6,4.6,77.6,3.9,7.3,0.9,0.3,3.3,15,2,17.45
